,State,LGA region,Postcode
0,New South Wales,Albury,2640
1,New South Wales,Albury,2641
2,New South Wales,Albury,2642
3,New South Wales,Albury,2644
4,New South Wales,Albury,3690
5,New South Wales,Albury,3691
6,New South Wales,Armidale Dumaresq,2350
7,New South Wales,Armidale Dumaresq,2351
8,New South Wales,Armidale Dumaresq,2354
9,New South Wales,Armidale Dumaresq,2358
10,New South Wales,Armidale Dumaresq,2365
11,New South Wales,Armidale Dumaresq,2440
12,New South Wales,Armidale Dumaresq,2453
13,New South Wales,Armidale Dumaresq,2454
14,New South Wales,Ashfield,2040
15,New South Wales,Ashfield,2045
16,New South Wales,Ashfield,2046
17,New South Wales,Ashfield,2049
18,New South Wales,Ashfield,2130
19,New South Wales,Ashfield,2131
20,New South Wales,Ashfield,2132
21,New South Wales,Ashfield,2133
22,New South Wales,Ashfield,2193
23,New South Wales,Ashfield,2203
24,New South Wales,Auburn,2127
25,New South Wales,Auburn,2128
26,New South Wales,Auburn,2135
27,New South Wales,Auburn,2138
28,New South Wales,Auburn,2140
29,New South Wales,Auburn,2141
30,New South Wales,Auburn,2142
31,New South Wales,Auburn,2143
32,New South Wales,Auburn,2144
33,New South Wales,Auburn,2162
34,New South Wales,Auburn,2190
35,New South Wales,Ballina,2471
36,New South Wales,Ballina,2472
37,New South Wales,Ballina,2477
38,New South Wales,Ballina,2478
39,New South Wales,Ballina,2479
40,New South Wales,Ballina,2480
41,New South Wales,Ballina,2481
42,New South Wales,Balranald,2648
43,New South Wales,Balranald,2711
44,New South Wales,Balranald,2715
45,New South Wales,Balranald,2736
46,New South Wales,Balranald,2737
47,New South Wales,Balranald,2879
48,New South Wales,Balranald,3501
49,New South Wales,Balranald,3549
50,New South Wales,Balranald,3597
51,New South Wales,Bankstown,2136
55,New South Wales,Bankstown,2161
57,New South Wales,Bankstown,2163
58,New South Wales,Bankstown,2165
59,New South Wales,Bankstown,2166
60,New South Wales,Bankstown,2170
61,New South Wales,Bankstown,2172
63,New South Wales,Bankstown,2195
64,New South Wales,Bankstown,2196
65,New South Wales,Bankstown,2197
66,New South Wales,Bankstown,2198
67,New South Wales,Bankstown,2199
68,New South Wales,Bankstown,2200
69,New South Wales,Bankstown,2210
70,New South Wales,Bankstown,2211
71,New South Wales,Bankstown,2212
72,New South Wales,Bankstown,2213
73,New South Wales,Bankstown,2214
74,New South Wales,Bankstown,2234
75,New South Wales,Bathurst Regional,2583
76,New South Wales,Bathurst Regional,2787
77,New South Wales,Bathurst Regional,2795
78,New South Wales,Bathurst Regional,2799
79,New South Wales,Bathurst Regional,2800
80,New South Wales,Bathurst Regional,2808
81,New South Wales,Bathurst Regional,2846
82,New South Wales,Bathurst Regional,2847
83,New South Wales,Bathurst Regional,2850
84,New South Wales,Bega Valley,2545
85,New South Wales,Bega Valley,2546
86,New South Wales,Bega Valley,2548
87,New South Wales,Bega Valley,2549
88,New South Wales,Bega Valley,2550
89,New South Wales,Bega Valley,2551
90,New South Wales,Bega Valley,2630
91,New South Wales,Bega Valley,2631
92,New South Wales,Bega Valley,2632
93,New South Wales,Bega Valley,3889
94,New South Wales,Bega Valley,3891
96,New South Wales,Bellingen,2441
97,New South Wales,Bellingen,2448
98,New South Wales,Bellingen,2449
99,New South Wales,Bellingen,2450
102,New South Wales,Bellingen,2455
103,New South Wales,Berrigan,2646
104,New South Wales,Berrigan,2710
105,New South Wales,Berrigan,2712
106,New South Wales,Berrigan,2713
107,New South Wales,Berrigan,2714
108,New South Wales,Berrigan,3641
109,New South Wales,Berrigan,3644
110,New South Wales,Berrigan,3730
111,New South Wales,Blacktown,2145
112,New South Wales,Blacktown,2146
113,New South Wales,Blacktown,2147
114,New South Wales,Blacktown,2148
115,New South Wales,Blacktown,2153
116,New South Wales,Blacktown,2155
117,New South Wales,Blacktown,2164
118,New South Wales,Blacktown,2175
119,New South Wales,Blacktown,2178
120,New South Wales,Blacktown,2747
121,New South Wales,Blacktown,2756
122,New South Wales,Blacktown,2759
123,New South Wales,Blacktown,2760
124,New South Wales,Blacktown,2761
125,New South Wales,Blacktown,2762
126,New South Wales,Blacktown,2763
127,New South Wales,Blacktown,2765
128,New South Wales,Blacktown,2766
129,New South Wales,Blacktown,2767
130,New South Wales,Blacktown,2768
131,New South Wales,Blacktown,2769
132,New South Wales,Blacktown,2770
133,New South Wales,Bland,2594
134,New South Wales,Bland,2665
135,New South Wales,Bland,2666
136,New South Wales,Bland,2668
137,New South Wales,Bland,2669
138,New South Wales,Bland,2671
139,New South Wales,Bland,2672
140,New South Wales,Bland,2675
141,New South Wales,Bland,2721
142,New South Wales,Bland,2810
143,New South Wales,Bland,2871
144,New South Wales,Bland,2877
145,New South Wales,Blayney,2791
146,New South Wales,Blayney,2792
147,New South Wales,Blayney,2793
149,New South Wales,Blayney,2797
150,New South Wales,Blayney,2798
153,New South Wales,Blayney,2804
155,New South Wales,Blue Mountains,2745
156,New South Wales,Blue Mountains,2749
157,New South Wales,Blue Mountains,2750
158,New South Wales,Blue Mountains,2753
160,New South Wales,Blue Mountains,2758
161,New South Wales,Blue Mountains,2773
162,New South Wales,Blue Mountains,2774
163,New South Wales,Blue Mountains,2776
164,New South Wales,Blue Mountains,2777
165,New South Wales,Blue Mountains,2778
166,New South Wales,Blue Mountains,2779
167,New South Wales,Blue Mountains,2780
168,New South Wales,Blue Mountains,2782
169,New South Wales,Blue Mountains,2783
170,New South Wales,Blue Mountains,2784
171,New South Wales,Blue Mountains,2785
172,New South Wales,Blue Mountains,2786
174,New South Wales,Blue Mountains,2790
175,New South Wales,Blue Mountains,2849
176,New South Wales,Bogan,2824
177,New South Wales,Bogan,2825
178,New South Wales,Bogan,2831
179,New South Wales,Bogan,2835
180,New South Wales,Bogan,2839
181,New South Wales,Bogan,2840
182,New South Wales,Bogan,2873
187,New South Wales,Bombala,2627
190,New South Wales,Bombala,2633
191,New South Wales,Bombala,3888
193,New South Wales,Boorowa,2581
194,New South Wales,Boorowa,2582
196,New South Wales,Boorowa,2584
197,New South Wales,Boorowa,2585
198,New South Wales,Boorowa,2586
200,New South Wales,Boorowa,2794
201,New South Wales,Boorowa,2803
203,New South Wales,Botany Bay,2015
204,New South Wales,Botany Bay,2018
